what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652236746
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652236786
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1323652246427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652248416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652248453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652250734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652254154
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652254183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652262952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652262985
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652265166
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652268185
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652268217
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652273502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652294923
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652299026
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652306787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652307032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652321846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652322042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652338073
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652338334
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652350501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652356534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652368183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652368367
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1323652392267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652392315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652392597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652392737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652396787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652409268
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652413761
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652413793
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652415186
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652415210
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652425750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652425781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323652433194
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323652433553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652434554
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652435281
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652435305
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652442853
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652442884
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652444321
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652447369
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652447393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652451330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652451361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652452570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652456124
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652456147
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652457848
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652486711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652487380
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652487466
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652493273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652525155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652529224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652529255
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323652537495
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323652537799
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652538601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652539317
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652539342
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652541934
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652544473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652547535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652547566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652548810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652551479
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652551505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652553016
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652583255
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652587335
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652587367
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652589568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652593952
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652593978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652600753
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652600785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652601944
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652606161
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652606185
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652608500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652642174
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652646554
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652646585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652647671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652651617
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652651642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652664256
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652664287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652666536
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652669432
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652669460
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652672259
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652677681
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652681366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652681397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652682590
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652686221
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652686243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652688737
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652693034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652697378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652697408
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652698678
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652702493
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652702518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652704170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652708414
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652712791
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652712821
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652715445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652718432
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652718456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652721610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652727364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652729818
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652729848
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323652731222
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652736008
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323652736034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652739036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652746789
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652749716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323652749747
