what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653331102
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653335669
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323653335691
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653339625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653339656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653342215
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323653342237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653358744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653358774
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653365886
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323653365913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653370238
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653403086
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653403376
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323653403406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653405420
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323653431982
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323653432301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323653434776
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323653434801
