what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1329401056637
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1329401056660
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1329401056839
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1329401056872
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1329401056877
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1329401056893
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1329401056934
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1329401056967
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1329401057021
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1329401057031
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1329401057086
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1329401057097
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1329401057120
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1329401057186
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1329401057228
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1329401057239
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1329401057312
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1329401057331
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1329401057400
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1329401057453
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1329401057456
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1329401057503
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1329401057503
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1329401057569
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1329401057596
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1329401057635
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1329401057670
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1329401057737
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1329401057737
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1329401057743
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1329401057848
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1329401057898
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1329401057954
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1329401058004
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1329401058057
os,sysinfo,,,"macosx",1329401058061
arch,sysinfo,,,"x86_64",1329401058061
ws,sysinfo,,,"cocoa",1329401058061
locale,sysinfo,,,"en_US",1329401058061
processors,sysinfo,,,"2",1329401058061
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1329401058061
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-10M3527",1329401058061
java.specification.name,sysinfo,,,"Java Platform API Specification",1329401058061
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329401058061
java.specification.version,sysinfo,,,"1.6",1329401058061
java.vendor,sysinfo,,,"Apple Inc.",1329401058061
java.version,sysinfo,,,"1.6.0_29",1329401058061
java.vm.info,sysinfo,,,"mixed mode",1329401058061
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1329401058061
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329401058061
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329401058061
java.vm.specification.version,sysinfo,,,"1.0",1329401058061
java.vm.vendor,sysinfo,,,"Apple Inc.",1329401058061
java.vm.version,sysinfo,,,"20.4-b02-402",1329401058061
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1329401058099
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1329401058265
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1329401058308
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1329401058600
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1329401058644
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1329401058662
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1329401059179
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1329401059203
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1329401059455
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1329401059684
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1329401059699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401060137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401062018
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1329401062047
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1329401065713
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1329401066998
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401070684
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1329401071282
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1329401071731
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401071895
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1329401072218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401072402
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401076543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.closeAll",1329401076557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401078753
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401103224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401109730
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401110167
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401115570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401147922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401153208
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401155088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401158784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401273605
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401275296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401279318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401300179
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401307133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401314951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401319671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401322047
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401322229
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401322277
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1329401323138
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401325466
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401328953
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401329112
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401329163
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1329401329877
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401331269
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1329401338937
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1329401338979
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1329401338993
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1329401339010
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1329401349227
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401350181
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1329401394961
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1329401395001
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1329401395150
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1329401395153
started,bundle,org.eclipse.mylyn.pde.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.pde.ui",1329401395155
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329401395528
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329401396853
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329401398766
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329401401926
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1329401418244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401426655
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1329401453442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401453560
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401453609
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1329401453955
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401458927
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401500287
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1329401501990
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401503708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401506776
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401513406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401515188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401524604
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1329401525722
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1329401525892
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401526270
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329401529299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401539460
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401551892
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329401568949
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.select.previous",1329401576238
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.select.next",1329401592294
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.select.previous",1329401595582
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.select.previous",1329401595765
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.select.previous",1329401595933
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.select.next",1329401596317
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.select.next",1329401599165
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.select.next",1329401599405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1329401602033
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401638527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401641657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401642948
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401643535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329401646587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401647420
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401647728
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401651841
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1329401688028
