what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323635422377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635422463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635739942
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1323635741029
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323635743584
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323635743645
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1323635747494
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323635764569
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323635767238
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635768482
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323635768512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635781580
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323635782820
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323635784320
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635785188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635868658
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323635887736
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635888888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635913811
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323635918999
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323635926547
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323635926548
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1323635927984
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323635928778
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1323635928868
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323635934960
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1323635938007
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635942328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635942353
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635950541
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635956789
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635956821
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1323635961189
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1323635961231
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1323635961249
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1323635961269
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1323635961383
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323635961751
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635963392
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323635970369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323635971590
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323635972398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635973654
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635978998
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323635982827
