what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632391366
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323632392677
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323632394558
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323632395384
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323632396821
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323632397928
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323632399185
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1323632402608
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1323632403108
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1323632403191
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1323632403275
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1323632403358
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1323632403442
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1323632403872
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632405127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632406015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632416303
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323632417750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632421508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632433116
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323632471917
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632472952
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632496287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323632497623
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632498303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632498961
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632515758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323632519170
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323632520070
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632520415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632521352
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632537992
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323632545938
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632546334
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632547126
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632572524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632573405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632575769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323632579028
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323632596750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323632598770
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632599726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632602784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323632603460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632603821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632604442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632636278
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632643186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632644001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632650021
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632654018
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632654923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632663219
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632675946
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323632675976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632679938
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632689284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632710036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632713424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632714164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632721553
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632756888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323632756937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632773732
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632783800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632806175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632815994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632825723
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323632922248
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323632924092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632924694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632925352
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632938687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323632945832
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1323632946563
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323632946893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632947970
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632967312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632969535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323632969546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632986774
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1323632987896
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323632989481
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1323632990563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323632991407
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323632991417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323632992810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633336000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633347872
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633553214
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633559912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633565815
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1323633567326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633574202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633576514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633576555
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633586796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633611755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323633622344
