what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646183174
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646184011
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646184790
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646186558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323646212072
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323646245300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646267426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646276914
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1323646281852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646293775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646336533
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323646336555
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1323646338129
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646338610
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646338640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646346616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646349595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646351779
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1323646367600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646367711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646370322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646410684
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646414258
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646433357
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1323646435447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646435769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646435986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646438129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646438180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646438284
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646438289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646443712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323646476572
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646477346
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323646477382
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646489282
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646489319
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646494955
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646498158
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323646498197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646506137
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646506176
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646509860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646511980
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323646512009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646521295
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646521333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646524844
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323646524871
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646528609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646549761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646554117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646554152
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646560565
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646563549
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323646563591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646569261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646569296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646575018
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646578549
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323646578577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646582983
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646583020
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323646587299
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646589567
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1323646589606
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646597842
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323646597877
